StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Cconsent,age,days,Ctime,genre,genre_8_TEXT,shorts_days,shorts_time,malleable_1,malleable_2,malleable_3,malleable_4,favorite,homophily_appear_1,homophily_appear_2,homophily_appear_3,homophily_appear_4,homophily_appear_5,homophily_behave_1,homophily_behave_2,homophily_behave_3,homophily_behave_4,homophily_behave_5,homophily_behave_6,parasocial_1,parasocial_2,parasocial_3,parasocial_4,parasocial_5,outgroup_freq,outgroup_simple,regularities_1,regularities_2,regularities_3,regularities_4,regularities_5,regularities_6,regularities_7,friend,opp,gc,term,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RecaptchaScore,Q_RelevantIDFraudScore,Q_CHL,expected_ir,expected_loi,Country,expected_n,tg,transaction_id,SVID,PS
2025-03-18 17:46:49,2025-03-18 17:49:28,IP Address,97.134.111.73,100,158,True,2025-03-18 17:49:28,R_5It2QDFY96AH27T,,,,,34.0313,-118.3124,anonymous,EN,YES,12,4 days,30 minutes or less,Crafts/do-it-yourself (DIY),,2 days,15 minutes or less,Disagree,Neither agree nor disagree,Disagree,Agree,Sis vs bro,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3NOs8fbfYJ7WYNdWznSbqR,36661704,1449
2025-03-18 17:51:04,2025-03-18 17:54:41,IP Address,98.50.211.135,100,216,True,2025-03-18 17:54:41,R_6QsShyLULfrEKVf,,,,,34.7269,-92.344,anonymous,EN,YES,13,3 days,1 hour or less,Other,"Cartoon ",Never,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"I mostly watch cartoons ",Disagree,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Agree,I don't know,Agree,Agree,Agree,Agree,I don't know,Often,I don't know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1Fq9NILu8o65pJny2Q4lFv,36661704,1449
2025-03-18 18:31:02,2025-03-18 18:33:02,IP Address,,100,119,True,2025-03-18 18:33:02,R_5IS60f7yvarZ80q,,,,,,,anonymous,EN,YES,15,1 day,,,,,,,,,,No,I don't know,I don't know,I don't know,I don't know,I don't know,Disagree,I don't know,I don't know,I don't know,I don't know,I don't know,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,0nN0mJ04N45XTOoCIL7b7C,36661704,1449
2025-03-19 08:27:18,2025-03-19 08:30:07,IP Address,35.148.140.185,100,168,True,2025-03-19 08:30:07,R_3qwO89lC9CDCypX,,,,,35.9055,-75.6616,anonymous,EN,YES,12,7 days,2 hours or less,Gaming/Let's Play,,7 days,1 hour or less,Disagree,Neither agree nor disagree,Disagree,Disagree,Funneh,I don't know,Agree,Agree,I don't know,I don't know,Agree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,I don't know,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2hSw1LK8LpUidZUqqwDjUU,36661704,1449
2025-03-19 08:30:38,2025-03-19 08:34:43,IP Address,172.58.1.246,100,244,True,2025-03-19 08:34:43,R_6jI1nlnMb6EuTro,,,,,33.8067,-84.1657,anonymous,EN,YES,14,6 days,2 hours or less,Vlogs,,7 days,2 hours or less,Agree,Really agree,Neither agree nor disagree,Agree,Mark Weins,Disagree,Agree,Really disagree,Really disagree,Disagree,I don't know,Disagree,Agree,Disagree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Disagree,Very often,More people who DO have the same skin color as me,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6Y97McxB7dhOAb577hp0JW,36661704,1449
2025-03-19 08:29:39,2025-03-19 08:36:12,IP Address,174.235.80.226,100,392,True,2025-03-19 08:36:13,R_71WizyD5MF045tT,,,,,34.7487,-80.7595,anonymous,EN,YES,13,7 days,More than 2 hours,Vlogs,,7 days,1 hour or less,Disagree,Disagree,Disagree,Disagree,None,I don't know,I don't know,Disagree,Disagree,I don't know,I don't know,Disagree,I don't know,Disagree,Agree,I don't know,Disagree,I don't know,Disagree,Disagree,Disagree,Often,I don't know,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3rxIr25EflB0hI3v6AWr5s,36661704,1449
2025-03-19 08:40:19,2025-03-19 08:41:28,IP Address,,100,69,True,2025-03-19 08:41:29,R_5EaoDUSNzR44POs,,,,,,,anonymous,EN,YES,9,7 days,30 minutes or less,Sports,,7 days,1 hour or less,,,,,don't have a favorite,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,4amhQ65WVEMYUKJ6z1W9As,36661704,1449
2025-03-19 08:39:26,2025-03-19 08:43:34,IP Address,24.99.201.130,100,247,True,2025-03-19 08:43:34,R_5QJiOwkyT5mExl3,,,,,33.9978,-83.7124,anonymous,EN,YES,12,4 days,45 minutes or less,Gaming/Let's Play,,4 days,15 minutes or less,Disagree,Disagree,Disagree,Disagree,I dont know any,Disagree,Disagree,Disagree,Disagree,Disagree,I don't know,I don't know,Agree,I don't know,Agree,I don't know,Agree,Agree,Agree,Agree,Disagree,Sometimes,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1gXF77WgZzp9FTny27lTjF,36661704,1449
2025-03-19 08:44:31,2025-03-19 08:48:09,IP Address,76.38.212.149,100,218,True,2025-03-19 08:48:09,R_5k53bDdBLYIu67w,,,,,43.0642,-74.334,anonymous,EN,YES,12,7 days,More than 2 hours,Gaming/Let's Play,,7 days,More than 2 hours,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Mongo,I don't know,Disagree,I don't know,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Very often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Agree,Really agree,Agree,Agree,Neither agree nor disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2ZK4dIKv7Tnxv2Q1v9sPjI,36661704,1449
2025-03-19 08:35:20,2025-03-19 08:48:25,IP Address,138.84.17.171,100,784,True,2025-03-19 08:48:26,R_7pfBEG35z4E1aeN,,,,,36.7685,-90.4096,anonymous,EN,YES,11,Never,,,,,,Neither agree nor disagree,Agree,Really disagree,Neither agree nor disagree,I do not watch youtube,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Agree,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Never,I don't know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1jDfmrksFjBrbfMji1BGSU,36661704,1449
2025-03-19 08:49:05,2025-03-19 08:54:23,IP Address,99.186.1.87,100,317,True,2025-03-19 08:54:24,R_6puntwPHG0ktlTW,,,,,31.6629,-106.1371,anonymous,EN,YES,9,7 days,More than 2 hours,Crafts/do-it-yourself (DIY),,7 days,More than 2 hours,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,nerdecrafter,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7bJudPv9cwdzDDEHdvA1HD,36661704,1449
2025-03-19 08:52:21,2025-03-19 08:55:50,IP Address,68.132.47.48,100,208,True,2025-03-19 08:55:51,R_5duaKXaYRKbdhai,,,,,40.8681,-73.4094,anonymous,EN,YES,13,7 days,1.5 hours or less,Educational,,7 days,1.5 hours or less,Agree,Agree,Neither agree nor disagree,Agree,MOVIKIDZ,Agree,Agree,I don't know,Agree,Agree,Agree,I don't know,Agree,I don't know,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,22ejLbY8bXmgEVvZlaDY91,36661704,1449
2025-03-19 08:53:20,2025-03-19 08:56:51,IP Address,174.219.84.224,100,210,True,2025-03-19 08:56:52,R_6rreEwGUMYXVzOf,,,,,39.8845,-74.9067,anonymous,EN,YES,9,7 days,30 minutes or less,Gaming/Let's Play,,7 days,15 minutes or less,Agree,Agree,Disagree,Agree,"Camila ",Really agree,Really agree,Really agree,I don't know,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO NOT have the same skin color as me,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6aWwY0N7wvevwLYSA5Y72A,36661704,1449
2025-03-13 16:11:49,2025-03-14 09:26:14,IP Address,98.223.211.159,39,62065,False,2025-03-21 09:26:18,R_5Cx2k337RPQcN8a,,,,,41.9409,-87.6532,anonymous,EN,YES,12,6 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child,,,,,,,,anonymous,.70,10,USA,220,,,,
2025-03-17 11:38:32,2025-03-17 11:39:52,IP Address,68.190.25.191,44,80,False,2025-03-24 11:39:57,R_7jis6hzRcKt5kR3,,,,,32.3151,-86.2449,anonymous,EN,YES,12,3 days,30 minutes or less,Compilations,,3 days,15 minutes or less,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,,,,,,,,anonymous,.70,10,USA,220,,4LLisvddzNbXgn8v2paRjd,36661704,1449
2025-03-17 12:52:32,2025-03-17 13:00:46,IP Address,69.137.73.62,56,493,False,2025-03-24 13:00:49,R_7gtd9ssOvxyTWHT,,,,,35.9306,-86.8788,anonymous,EN,YES,9,6 days,45 minutes or less,Sports,,2 days,15 minutes or less,,,,,Dude perfect,Disagree,Disagree,Agree,I don't know,I don't know,I don't know,Disagree,I don't know,Disagree,Agree,Agree,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,,,,,,,,anonymous,.70,10,USA,220,,5iDmeWUCKkw7mLJhfofcgo,36661704,1449
2025-03-17 14:31:43,2025-03-17 14:38:37,IP Address,68.11.30.250,44,414,False,2025-03-24 14:38:42,R_17gwDPgF3iifZQk,,,,,29.9495,-89.9621,anonymous,EN,YES,10,7 days,1 hour or less,Gaming/Let's Play,,Never,,Neither agree nor disagree,Really disagree,Really disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,,,,,,,,anonymous,.70,10,USA,220,,7ddOEj5ykKNT5FUAIiqWA4,36661704,1449
2025-03-17 19:44:19,2025-03-17 19:44:43,IP Address,68.111.158.57,28,23,False,2025-03-24 19:44:45,R_5pS2DftAEP5ZU4S,,,,,32.8338,-116.7505,anonymous,EN,YES,13,3 days,1.5 hours or less,Educational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,,,,,,,,anonymous,.70,10,USA,220,,1C1GazpM1EP9mcLeoMS9JK,36661704,1449
2025-03-17 23:18:18,2025-03-17 23:20:55,IP Address,174.202.161.95,6,157,False,2025-03-24 23:21:00,R_6EiT1NqCXt9EkuH,,,,,35.5999,-97.6243,anonymous,EN,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,,,,,,,,anonymous,.70,10,USA,220,,3JgNMqPXmkjQwpKcSZ4ZW7,36661704,1449
2025-03-18 00:09:10,2025-03-18 00:14:55,IP Address,73.166.0.230,6,344,False,2025-03-25 00:15:00,R_5Cr8BFR5KdelkvD,,,,,29.6731,-95.5856,anonymous,EN,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,,,,,,,,anonymous,.70,10,USA,220,,6Yrmbpnco5q3S8aVXxseOo,36661704,1449
2025-03-18 05:52:14,2025-03-18 05:53:46,IP Address,76.216.212.227,44,91,False,2025-03-25 05:53:50,R_7uEh0LPBKyfsckS,,,,,42.4736,-83.5186,anonymous,EN,YES,13,6 days,More than 2 hours,Other,About music,6 days,1 hour or less,Really disagree,Really disagree,Really disagree,Really disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,,,,,,,,anonymous,.70,10,USA,220,,4D9Xd8Phz2LvH2lLr9WHAX,36661704,1449
2025-03-18 06:20:42,2025-03-18 06:24:12,IP Address,174.197.197.62,61,209,False,2025-03-25 06:24:13,R_79mGaGvBFFQkTeh,,,,,42.7836,-73.9428,anonymous,EN,YES,13,7 days,30 minutes or less,Gaming/Let's Play,,7 days,1 hour or less,Really disagree,Really disagree,Really disagree,Really disagree,Caso,I don't know,Disagree,Disagree,Disagree,Agree,Agree,I don't know,Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,,,,,,,,anonymous,.70,10,USA,220,,2aj5j9kEuGEH1ogmQtrtpn,36661704,1449
2025-03-18 15:05:09,2025-03-18 15:11:50,IP Address,97.140.159.9,83,401,False,2025-03-25 15:11:51,R_5O61oU02Is54Rt7,,,,,35.0221,-80.5318,anonymous,EN,YES,8,4 days,1 hour or less,Educational,,2 days,45 minutes or less,,,,,Gabby,Agree,Agree,Agree,Agree,I don't know,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,I don't know,Agree,Agree,Disagree,Often,I don't know,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,,,,,,,,anonymous,.70,10,USA,220,,6AA1IWFIJYgcfTF0NJFQ5H,36661704,1449
2025-03-18 18:32:29,2025-03-18 18:32:40,IP Address,68.42.61.52,6,11,False,2025-03-25 18:32:41,R_6tgLOMUojlSf9Ug,,,,,30.6896,-88.0528,anonymous,EN,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,,,,,,,,anonymous,.70,10,USA,220,,3hpmaehDabrNhnDM77MK1D,36661704,1449
2025-03-27 07:45:46,2025-03-27 07:46:04,IP Address,,100,17,True,2025-03-27 07:46:05,R_5NZhtWOnufSlWQV,,,,,,,anonymous,EN,NO,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Consent,,,,,,anonymous,.70,10,USA,220,2,54ejdJuNIlAlMwchsM5k7L,36661704,1449
2025-03-27 07:44:43,2025-03-27 07:47:08,IP Address,108.48.184.100,100,145,True,2025-03-27 07:47:09,R_7aloCKtUipux25r,,,,,38.9522,-77.0253,anonymous,EN,YES,13,5 days,2 hours or less,Gaming/Let's Play,,5 days,2 hours or less,Agree,Agree,Really agree,Agree,Juliet,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Often,More people who DO have the same skin color as me,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1FUfprvBLoPj7J5aoyZ3ki,36661704,1449
2025-03-27 07:45:45,2025-03-27 07:49:29,IP Address,172.56.160.142,100,224,True,2025-03-27 07:49:30,R_35oM3Vx1W96sTOV,,,,,40.7035,-73.9235,anonymous,EN,YES,9,7 days,More than 2 hours,Educational,,7 days,1 hour or less,Really agree,Really agree,Agree,Agree,cocomelon,Really agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0TdgASE2Vr21Udvh3LFJlC,36661704,1449
2025-03-27 07:52:52,2025-03-27 07:54:59,IP Address,107.221.52.77,100,127,True,2025-03-27 07:54:59,R_3myBetwB6tVTKYp,,,,,26.0168,-80.1537,anonymous,EN,YES,13,Never,,,,,,Neither agree nor disagree,Agree,Disagree,Agree,Clawed Beauty,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,I don't know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5uU2SSUoVssImSusjbJXiE,36661704,1449
2025-03-27 07:54:37,2025-03-27 07:58:38,IP Address,24.130.46.154,100,241,True,2025-03-27 07:58:39,R_5ErYHICbYIVxSso,,,,,36.6808,-121.6164,anonymous,EN,YES,11,7 days,More than 2 hours,Gaming/Let's Play,,7 days,More than 2 hours,Agree,Really agree,Really agree,Really agree,Mr beast,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,I don't know,Agree,I don't know,Really disagree,Agree,I don't know,I don't know,Agree,I don't know,Agree,I don't know,Very often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,04CobqBPKzIaZD8coNy9Lo,36661704,1449
2025-03-27 07:54:39,2025-03-27 07:58:55,IP Address,24.49.23.202,100,256,True,2025-03-27 07:58:56,R_51vs4SXPgeKcsRc,,,,,37.6921,-81.624,anonymous,EN,YES,11,7 days,More than 2 hours,Other,Depends on mood,7 days,1 hour or less,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Alicgib,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Agree,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Sometimes,I don't know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5l8pwyieVoFtwaaji4eBTT,36661704,1449
2025-03-27 07:56:39,2025-03-27 08:00:27,IP Address,172.58.167.34,100,227,True,2025-03-27 08:00:27,R_5CWlQ1b1aw1Gno1,,,,,41.8835,-87.6305,anonymous,EN,YES,10,6 days,2 hours or less,Compilations,,3 days,1 hour or less,Really disagree,Really disagree,Really disagree,Really disagree,krew,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,I don't know,Disagree,I don't know,Agree,Agree,Agree,Agree,I don't know,Agree,Disagree,Often,More people who DO NOT have the same skin color as me,Really disagree,Really disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5MwdS3JWSN0BJp8kPEdVJL,36661704,1449
2025-03-27 08:01:54,2025-03-27 08:06:28,IP Address,76.77.161.174,100,274,True,2025-03-27 08:06:29,R_3dFx5Lk5goKHuVz,,,,,36.6184,-82.1831,anonymous,EN,YES,9,7 days,1 hour or less,Gaming/Let's Play,,Never,,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Mr beast,Disagree,Disagree,Agree,Agree,Disagree,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,I don't know,Often,I don't know,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 7,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3jeimikj8sPJiaeND4l5zt,36661704,1449
2025-03-27 08:04:17,2025-03-27 08:07:03,IP Address,128.249.96.38,100,166,True,2025-03-27 08:07:04,R_3R91wBDLYqaB2Cq,,,,,29.7056,-95.402,anonymous,EN,YES,13,7 days,More than 2 hours,Sports,,7 days,2 hours or less,Disagree,Disagree,Disagree,Neither agree nor disagree,mr beast,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,More people who DO NOT have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6PvvTZpg7T3J2RbXeXsm37,36661704,1449
2025-03-27 08:04:36,2025-03-27 08:07:09,IP Address,68.227.150.199,100,152,True,2025-03-27 08:07:09,R_5uyDQneWzHof1Wp,,,,,30.0121,-90.1658,anonymous,EN,YES,13,3 days,30 minutes or less,Educational,,1 day,15 minutes or less,Disagree,Disagree,Disagree,Disagree,Animal Planet,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Sometimes,More people who DO have the same skin color as me,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1SmvvmAxijuSQTlw9pFQYn,36661704,1449
2025-03-27 08:08:03,2025-03-27 08:10:43,IP Address,47.203.197.228,100,160,True,2025-03-27 08:10:44,R_5tM3eSOCqA2quJC,,,,,27.9482,-82.5036,anonymous,EN,YES,13,3 days,30 minutes or less,Gaming/Let's Play,,3 days,15 minutes or less,Really disagree,Really disagree,Really disagree,Neither agree nor disagree,Jake Paul,Really disagree,Really disagree,Really agree,I don't know,I don't know,I don't know,Disagree,Disagree,Disagree,Agree,Agree,Really agree,Really agree,Really agree,Really agree,Disagree,Very often,I don't know,Really disagree,Really disagree,Really agree,Really disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,022RnhtOjxk2UpD5mk6c3V,36661704,1449
2025-03-27 07:55:16,2025-03-27 08:14:22,IP Address,57.140.28.31,100,1145,True,2025-03-27 08:14:23,R_7Oux6xvI84wOkR0,,,,,37.751,-97.822,anonymous,EN,YES,11,7 days,15 minutes or less,Other,Video game videos,3 days,15 minutes or less,Really disagree,Really disagree,Really disagree,Really disagree,MrBeast Gaming,Disagree,Agree,Really agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Rarely,More people who DO have the same skin color as me,Really disagree,Really disagree,Agree,Really disagree,Agree,Agree,Disagree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2XocGEl6XPmlgoOwDWhC5Q,36661704,1449
2025-03-27 08:17:27,2025-03-27 08:20:38,IP Address,68.83.65.36,100,190,True,2025-03-27 08:20:38,R_68S9j5uQA5LAJRz,,,,,39.4826,-75.0027,anonymous,EN,YES,9,5 days,45 minutes or less,Crafts/do-it-yourself (DIY),,5 days,30 minutes or less,Really disagree,Disagree,Really disagree,Really disagree,i dont have one,I don't know,Disagree,I don't know,Disagree,Disagree,I don't know,Disagree,Agree,Agree,Agree,I don't know,I don't know,Agree,Agree,Agree,Agree,Often,I don't know,Disagree,Really disagree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5wgWnK2bHO6sSjXRvQl8f5,36661704,1449
2025-03-27 08:17:06,2025-03-27 08:23:14,IP Address,205.202.39.66,100,368,True,2025-03-27 08:23:14,R_7JPAthwuqXhZY9b,,,,,41.4486,-97.7306,anonymous,EN,YES,11,7 days,30 minutes or less,Gaming/Let's Play,,7 days,30 minutes or less,Disagree,Disagree,Disagree,Disagree,Darman,I don't know,Agree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Agree,Often,I don't know,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0nasIatqAs26Rz3fgfdVlt,36661704,1449
2025-03-27 08:23:27,2025-03-27 08:27:21,IP Address,98.163.26.114,100,234,True,2025-03-27 08:27:22,R_30voZLrGMwUrJI2,,,,,37.2951,-79.987,anonymous,EN,YES,10,7 days,1.5 hours or less,Makeup/Fashion,,7 days,1.5 hours or less,Disagree,Really disagree,Neither agree nor disagree,Disagree,great,Agree,I don't know,Really agree,Agree,I don't know,Agree,Really agree,I don't know,I don't know,Agree,I don't know,Agree,Agree,I don't know,Really agree,Really agree,Often,More people who DO have the same skin color as me,Disagree,Really disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Really disagree,Disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2O2GngyJnmVnZBDICHPN9j,36661704,1449
